brand,description,num_review,price,rating,sale_price,shoe_type
Splendid, Women's Laurel Laceup Espadrille,1,119.0,40.0,119.0,Sneakers
Ecco, Women's Biom AEX Trainer Sneakers,0,170.0,0.0,170.0,Sneakers
Keds for kate spade new york, kate spade new york Women's Kickstart Mule Sneakers,0,90.0,0.0,90.0,Sneakers
Rampage, Women's Holly Lace Up Sneakers,1,59.0,100.0,59.0,Sneakers
Baretraps, Landon Faux Fur Lace Up Slippers,21,69.0,92.38,69.0,Sneakers
Calvin Klein, Women's Gigi Active Lace-Up Hightop Sneakers,1,99.0,100.0,99.0,Sneakers
Ecco, Women's Soft 7 Low Booties,0,175.0,0.0,175.0,Sneakers
Camper, Women's Runner Up Sneakers,0,145.0,0.0,116.0,Sneakers
Dr. Scholl's, Kimberly II Sneakers,35,50.0,73.14,50.0,Sneakers
Frye, Women's Ivy Sneakers,4,198.0,100.0,198.0,Sneakers
Franco Sarto, Lin 2 Sneakers,0,119.0,0.0,119.0,Sneakers
Danskin, Women's Elite Slip On Branded Sneakers,0,50.0,0.0,50.0,Sneakers
Skechers, Women's Arch Fit Refine - Her Best Arch Support Slip-On Wide Width Walking Sneakers from Finish Line,62,75.0,93.87,75.0,Sneakers
Kenneth Cole New York, Women's Kam Sneaker,7,109.0,85.71,109.0,Sneakers
Emeril Lagasse Footwear, Women's Royal Ez-Fit Slip-Resistant Sneakers,2,65.0,70.0,65.0,Sneakers
Barbour, Women's Hailey Sneakers,0,90.0,0.0,90.0,Sneakers
Bella Vita, Women's Maribel Sneakers,0,100.0,0.0,100.0,Sneakers
Propét, Women's Stability Strive Sneakers,4,79.95,65.0,79.95,Sneakers
Vince Camuto, Karshey Lace-Up Platform Sneakers,2,110.0,100.0,110.0,Sneakers
Dearfoams, Original Comfort by Women's Marina Slip-On Platform,2,59.95,90.0,59.95,Sneakers
Ecco, Women's Soft 7 Perforated Slip-On Sneakers,0,160.0,0.0,160.0,Sneakers
Journee Collection, Women's Foam Jennings Sneaker,1,74.99,100.0,74.99,Sneakers
Propét, Women's Travelactiv Slide Casual Sneakers,1,64.95,60.0,64.95,Sneakers
Under Armour, Women's Charged Impulse Sport Running Sneakers from Finish Line,2,75.0,70.0,75.0,Sneakers
Journee Collection, Women's Phila Knit Sneakers,2,59.99,60.0,59.99,Sneakers
Danskin, ZEST Slip On Sneaker with Detail Upper,1,50.0,60.0,50.0,Sneakers
Dr. Scholl's, Women's No Bad Vibes Sneakers,10,75.0,92.0,75.0,Sneakers
SoftWalk, Women's Arezzo Sneaker,0,129.95,0.0,129.95,Sneakers
ALL BLACK, Women's Cutout Mesh Sneaker,1,163.0,80.0,81.5,Sneakers
Bueno, Women's Labella Sneakers,0,90.0,0.0,90.0,Sneakers
Franco Sarto, Pryce Sneakers,3,109.0,73.33,109.0,Sneakers
bebe, Women's Denya Logo Sneakers,1,49.99,60.0,29.99,Sneakers
Ryka, Dedication XT Training Women's Sneakers,104,74.99,85.58,74.99,Sneakers
Dolce Vita, x Trevor Project Zina Lace-up Pride Sneakers,0,125.0,0.0,125.0,Sneakers
Reebok, Women's Classic Leather Legacy 83 Casual Sneakers from Finish Line,116,80.0,87.59,80.0,Sneakers
Propét, Women's Travelactiv Stretch Sneakers,1,74.95,60.0,74.95,Sneakers
Easy Street, Easy Works by Women's Goal Sneakers,0,80.0,0.0,80.0,Sneakers
Reebok, Women's Club MEMT Bold Casual Sneakers from Finish Line,0,65.0,0.0,50.0,Sneakers
Dr. Scholl's, Women's Vision Knit Slip-Ons Sneaker,0,75.0,0.0,75.0,Sneakers
Ecco, Women's Soft 7 Runner Bootie Sneakers,0,190.0,0.0,190.0,Sneakers
Nautica, Adalie Active Sneakers,4,60.0,65.0,60.0,Sneakers
Baretraps, Yalora Rebound Technology Fashion Sneaker,11,69.0,74.55,69.0,Sneakers
Jessica Simpson, Women's Silesta Embellished Lace-Up Sneakers,0,89.0,0.0,44.5,Sneakers
Sperry, Crestvibe Sneakers,0,60.0,0.0,60.0,Sneakers
Vintage Havana, Women's Forrest Sneaker,0,130.0,0.0,130.0,Sneakers
Mootsies Tootsies, Women's Giggle Casual Sneaker,1,39.99,60.0,39.99,Sneakers
Journee Collection, Women's Foam Leeon Sneaker,3,79.99,66.67,79.99,Sneakers
cool planet by Steve Madden, Women's Sunny Lace-up Sneakers,0,69.0,0.0,69.0,Sneakers
Propét, Women's Tour Knit Sneakers,0,79.95,0.0,79.95,Sneakers
Aerosoles, Women's Zirah Casual Bootie,1,110.0,100.0,110.0,Sneakers
Propét, Women's Travelactiv Safari Sneakers,0,64.95,0.0,64.95,Sneakers
Lugz, Women's Clipper LX Fur Classic Slip-On Fashion Sneaker,6,49.99,90.0,49.99,Sneakers
JBU, Women's Flora Casual Slip-On Sneaker,0,49.0,0.0,49.0,Sneakers
Dr. Scholl's, Women's Luna Slip-Ons ,8,60.0,57.5,60.0,Sneakers
Superga, Women's 2630 Cotu Canvas Sneakers,1,79.0,20.0,79.0,Sneakers
Journee Collection, Women's Foam Wide Width Kimber Sneakers,3,89.99,86.67,89.99,Sneakers
Teva, Women's Gateway Mid Sneakers,19,110.0,83.16,110.0,Sneakers
Puma, Women's Cruise Rider Berry Casual Sneakers from Finish Line,2,85.0,70.0,85.0,Sneakers
Palladium, Women's Pampa Hi Earth High Top Sneaker Boots from Finish Line,0,85.0,0.0,35.0,Sneakers
Keds for kate spade new york, kate spade new york Women's Triple Kick Multi Stripe Canvas Sneakers,0,90.0,0.0,90.0,Sneakers
Journee Collection, Women's Ash Sneakers,3,84.99,46.67,84.99,Sneakers
Lucky Brand, Women's Talani Mule Sneakers,4,79.0,95.0,79.0,Sneakers
Dr. Scholl's, Women's Turn Around Walking Sneakers,0,70.0,0.0,70.0,Sneakers
Propét, Women's Washable Walker Evolution Sneakers,2,69.95,90.0,69.95,Sneakers
Journee Collection, Women's  Kandis Espadrille Sneaker,1,85.0,20.0,85.0,Sneakers
Dr. Scholl's, Women's Its All Good Wedge Sneakers,11,80.0,87.27,80.0,Sneakers
Camper, Women's Tws Sneaker,0,160.0,0.0,96.0,Sneakers
Karl Lagerfeld Paris, Phoenix Sneakers,0,119.0,0.0,119.0,Sneakers
Frye, Melanie Slip On Sneakers,28,158.0,93.57,158.0,Sneakers
Cole Haan, Women's Grand CrossCourt  Monk-Strap City Sneakers,0,150.0,0.0,150.0,Sneakers
Aqua College," Women's Frejya Waterproof Sneakers, Created for Macy's ",0,99.0,0.0,99.0,Sneakers
Ecco, Women's Biom 2.0 Low Tex Sneakers,0,180.0,0.0,180.0,Sneakers
Dr. Scholl's, Women's To The Point Sneakers,2,70.0,60.0,70.0,Sneakers
Dirty Laundry, Jiana Women's Sneakers,0,49.95,0.0,49.95,Sneakers
Kenneth Cole New York, Women's Kam Stripe Slip On Wear in This Together Sneakers,0,99.0,0.0,99.0,Sneakers
Sperry, Soletide Sneakers,0,70.0,0.0,70.0,Sneakers
Skechers, Women's Street Rovina - Colorful Wayz Platform Casual Sneakers from Finish Line,1,65.0,100.0,65.0,Sneakers
FitFlop, Women's Rally Basket Weave Sneakers,18,60.0,71.11,60.0,Sneakers
Superga, Women's 2402 Cotw Slip-on Backless Sneakers,2,65.0,90.0,65.0,Sneakers
Danskin, AMAZE Slip On Wedge Sneaker,2,50.0,90.0,50.0,Sneakers
kate spade new york, Lift Sneakers,0,148.0,0.0,103.6,Sneakers
Vintage Havana, Women's Edge Sneaker,0,130.0,0.0,130.0,Sneakers
LifeStride, Emily Slip-on Sneakers,1,70.0,60.0,70.0,Sneakers
BCBGeneration, Women's Obie Slip On Logo Sneaker,0,89.0,0.0,89.0,Sneakers
Journee Collection, Women's Cardi Sneaker Wedge,7,84.99,82.86,84.99,Sneakers
Propét, Women's Stability X Strap Walking Shoe,2,81.0,40.0,81.0,Sneakers
Ecco, Women's Bella Lace-Up Shoes,0,140.0,0.0,140.0,Sneakers
Skechers, Women's GOWalk Smart Walking Sneakers from Finish Line,367,70.0,92.21,70.0,Sneakers
Nine West, Women's Pacee Low Platform Sneakers,0,79.0,0.0,79.0,Sneakers
Kenneth Cole New York, Women's Mello Lace-Up Sneakers,0,155.0,0.0,155.0,Sneakers
Journee Collection, Women's Meika Knit Sneakers,1,59.99,100.0,59.99,Sneakers
Easy Spirit, Women's Rheal Zip Up Sneakers,2,79.0,50.0,79.0,Sneakers
K-Swiss, Women's Court Pro II Casual Sneakers from Finish Line,0,55.0,0.0,55.0,Sneakers
bebe, Women's Lennin Sneaker,0,59.95,0.0,59.95,Sneakers
Jack Rogers, Women's Sneakers,0,98.0,0.0,89.0,Sneakers
Reebok, Women's Princess Wild Beauty Casual Sneakers from Finish Line,773,60.0,86.16,60.0,Sneakers
Lucky Brand, Women's Shannia Casual Sneakers,1,79.0,60.0,79.0,Sneakers
Lugz, Women's Clipper Mule Tie Dye Slip-On Sneaker,52,39.99,95.0,39.99,Sneakers
Propét, Women's Travelactiv Avid Sneakers,0,65.95,0.0,65.95,Sneakers
Keds for kate spade new york, Women's Double Decker KS Leopard Pony Hair Sneakers,7,109.95,74.29,109.95,Sneakers
Sugar, Glossy Wedge Sneakers,14,60.0,85.71,60.0,Sneakers
Nike, Women's Quest 4 Running Sneakers from Finish Line,0,75.0,0.0,75.0,Sneakers
Dearfoams, Original Comfort by Women's Tegan Sneaker,4,49.95,60.0,49.95,Sneakers
Born, Women's Nampa Comfort Slip On Sneakers,0,110.0,0.0,110.0,Sneakers
Kenneth Cole New York, Women's Kam Stripe Wear in This Together Lace-Up Sneakers,0,99.0,0.0,99.0,Sneakers
Esprit, Women's Rylie Sneakers,0,49.0,0.0,49.0,Sneakers
Ryka, Women's Hera Slip-On Sneakers,7,69.99,91.43,69.99,Sneakers
Danskin, Women's Allure Slip On Sneaker,1,50.0,20.0,50.0,Sneakers
Keds for kate spade new york, kate spade new york Women's Double Decker Logo Canvas Sneakers,0,90.0,0.0,90.0,Sneakers
Naturalizer, Marianne Slip-on Sneakers,4,79.0,80.0,79.0,Sneakers
Teva, Women's Gateway Low Sneakers,52,100.0,89.62,100.0,Sneakers
UGG®, Women's Highland Heritage Sneakers,57,110.0,90.88,110.0,Sneakers
Lucky Brand, Women's Hadie Slip On Sneakers,1,79.0,40.0,79.0,Sneakers
Cole Haan, Women's ZeroGrand Wing Oxford II Sneakers,0,180.0,0.0,180.0,Sneakers
Skechers, Women's D'Lites - Summer Fiesta Wide Width Walking Sneakers from Finish Line,716,70.0,96.65,70.0,Sneakers
Nine West, Women's Dally Low Platform Slip-On Sneakers,0,69.0,0.0,69.0,Sneakers
BCBGeneration, Willa Logo Sneakers,2,109.0,30.0,49.93,Sneakers
Marc Fisher, Women's Jenic Sneakers,0,79.0,0.0,47.4,Sneakers
UGG®, Women's Jass Suede Slip-On Sneakers,50,100.0,91.6,70.0,Sneakers
Ryka, Women's Sky Walk Trail Oxford Shoes,46,74.99,83.04,74.99,Sneakers
Nine West, Women's Catch me Casual Sneakers,0,89.0,0.0,89.0,Sneakers
Propét, Women's Stability Fly Sneakers,0,79.95,0.0,79.95,Sneakers
Dr. Scholl's, Women's Tess 2020 Walking Shoes,10,55.0,90.0,55.0,Sneakers
Anne Klein, Libbie Women's Sneakers,0,69.0,0.0,69.0,Sneakers
bebe, Women's Brienna Open Sided Sneaker,0,69.95,0.0,69.95,Sneakers
Journee Collection, Women's Pennelope Sneaker Wedge,4,89.99,100.0,89.99,Sneakers
Lugz, Women's Clipper Portege Slip-On Sneaker,26,39.99,87.69,39.99,Sneakers
LifeStride, Achieve Sneakers,1,70.0,80.0,70.0,Sneakers
Palladium, Women's Pampa Hi Earth High Top Sneaker Boots from Finish Line,0,85.0,0.0,45.0,Sneakers
Journee Collection, Women's Remmy Sneaker Wedge,2,107.0,40.0,107.0,Sneakers
Nine West, Lala Slip-On Causal Sneakers,1,69.0,60.0,69.0,Sneakers
Gentle Souls, by Kenneth Cole Women's Nyle Sneakers,0,249.0,0.0,249.0,Sneakers
Skechers, Women's Go Golf Max - Cut Golf Sneakers from Finish Line,25,85.0,94.4,85.0,Sneakers
Dr. Scholl's, Women's Inhale Slip-Resistant Sneakers with Memory Foam,51,70.0,67.45,70.0,Sneakers
Wanted, Women's Super Textured Mesh Sneakers,0,50.0,0.0,50.0,Sneakers
Marc Fisher, Women's Muscling Sneakers,2,99.0,100.0,59.4,Sneakers
Skechers, Women's GOWalk Smart Walking Sneakers from Finish Line,366,70.0,92.19,70.0,Sneakers
Gentle Souls, by Kenneth Cole Women's Rosette Slip-On Flats,4,199.0,75.0,199.0,Sneakers
Reebok, Women's Legacy 83 Casual Sneakers from Finish Line,29,80.0,86.21,80.0,Sneakers
Olivia Miller, Step on It Sneakers,5,52.99,52.0,29.99,Sneakers
Cole Haan, Women's Grand Crosscourt II Sneakers,0,150.0,0.0,150.0,Sneakers
Propét, Women's Travelactive Slip On Sneaker,1,65.0,100.0,65.0,Sneakers
Ecco, Women's Biom AEX Sneakers,0,200.0,0.0,200.0,Sneakers
Zodiac, Women's Vane Slip-Ons Shoes,0,79.0,0.0,79.0,Sneakers
Dr. Scholl's, Women's Bonds Sneakers,0,70.0,0.0,70.0,Sneakers
Skechers, Women's Arch Fit Refine - Don't Go Arch Support Slip-On Walking Sneakers from Finish Line,36,75.0,93.89,75.0,Sneakers
Clarks, Women's Layton Pace Sneaker,0,95.0,0.0,56.99,Sneakers
Tommy Hilfiger, Women's Ender High Top Lace Up Sneakers,0,69.0,0.0,69.0,Sneakers
Champion, Women's Juke Slip-On Casual Sneakers from Finish Line,1,55.0,80.0,55.0,Sneakers
Puma, Women's Future Rider Play On Running Sneakers from Finish Line,0,80.0,0.0,80.0,Sneakers
Sperry, Anchor Plushwave LTT,0,120.0,0.0,120.0,Sneakers
adidas, Women's Puremotion Casual Sneakers from Finish Line,513,70.0,91.58,70.0,Sneakers
TOMS, Women's Cupsole Alpargata Print Sneakers,1,59.0,40.0,59.0,Sneakers
Propét, Women's Stability X Walking Shoe,7,81.0,85.71,81.0,Sneakers
Dr. Scholl's, Women's Hyped Up Sneakers,0,100.0,0.0,100.0,Sneakers
cool planet by Steve Madden, Women's Stream Flatform Lace-up Sneakers,0,69.0,0.0,69.0,Sneakers
Dearfoams, Original Comfort by Women's Annie Clog Sneaker,14,49.95,88.57,49.95,Sneakers
Naturalizer, Adria Mule Sneakers,0,89.0,0.0,89.0,Sneakers
bebe, Women's Chiara Lace Sneaker,0,69.95,0.0,69.95,Sneakers
Skechers, Women's Work Sure Track Chiton Alloy Toe Slip Resistant Work Sneakers from Finish Line,6,90.0,90.0,90.0,Sneakers
FitFlop, Tassel Superskate Slip-On Sneakers,27,100.0,91.85,100.0,Sneakers
Teva, Women’s Ember Moc Slippers,344,75.0,90.47,75.0,Sneakers
Bueno, Women's Denmark Sneakers,0,90.0,0.0,90.0,Sneakers
Easy Spirit, Women's  Earthen Sport Casual Shoes,69,79.0,85.8,79.0,Sneakers
Journee Collection, Women's Shantel Sneaker,6,84.99,66.67,84.99,Sneakers
Keds for kate spade new york, Women's Double Decker KS Snake Leather Sneakers,1,99.95,100.0,99.95,Sneakers
Puma, Women's Cali Star Metallic Casual Sneakers from Finish Line,0,80.0,0.0,80.0,Sneakers
Fila, Women's Reno Casual Sneakers from Finish Line,0,75.0,0.0,75.0,Sneakers
Merrell, Women's Jungle Moc Slip-On Shoes,5,80.0,88.0,80.0,Sneakers
Lugz, Women's Clipper LX Fur Classic Slip-On Fashion Sneaker,6,49.99,90.0,49.99,Sneakers
JBU, Women's Flora Casual Slip-On Sneaker,0,49.0,0.0,49.0,Sneakers
Aqua College," Women's Gaia Booties, Created for Macy's",0,130.0,0.0,64.93,Sneakers
Journee Collection, Women's Ayse Sneaker Wedge,1,107.0,80.0,107.0,Sneakers
Cole Haan, Women's Zerogrand Lite Oxford Sneakers,1,150.0,100.0,150.0,Sneakers
Vince Camuto, Women's Merinney Slip-On Sneakers,3,89.0,73.33,89.0,Sneakers
FitFlop, Women's F-Sporty Ombre Sneaker,195,60.0,90.67,60.0,Sneakers
Cole Haan, Women's Zerogrand Radiant Slip-On Sneakers,1,100.0,100.0,100.0,Sneakers
Fila, Women's Disruptor II Flower Casual Sneakers from Finish Line,0,75.0,0.0,75.0,Sneakers
Ryka, Women's Myriad Walking Shoes,12,79.99,63.33,79.99,Sneakers
Puma, Women's Cruise Rider Silk Road Casual Sneakers from Finish Line,0,90.0,0.0,90.0,Sneakers
Asics, Women's Tarther Blast Running Sneakers from Finish Line,1,100.0,100.0,100.0,Sneakers
Keds for kate spade new york, kate spade new york Women's Triple Kick Embroidered Leopard Sneakers,0,100.0,0.0,100.0,Sneakers
Vince Camuto, Women's Jamminna Sneakers,1,89.0,100.0,89.0,Sneakers
Vintage Havana, Women's Kate Sneaker,1,125.0,100.0,125.0,Sneakers
Dr. Scholl's, Women's If Only Slip-on Sneakers,16,85.0,81.25,85.0,Sneakers
Champion, Women's Hyper C Raw HER Casual Athletic Sneakers from Finish Line,1,80.0,100.0,80.0,Sneakers
K-Swiss, Women's Tubes Comfort 200 Training Sneakers from Finish Line,0,60.0,0.0,60.0,Sneakers
Skechers, Women's The Stellar Jodi Casual Sneakers from Finish Line,2,95.0,100.0,60.0,Sneakers
Puma, Women's Cali Star Casual Sneakers from Finish Line,0,80.0,0.0,80.0,Sneakers
Baretraps, Yanis Rebound Technology Fashion Sneaker,4,69.0,95.0,69.0,Sneakers
adidas, Women's UltraBOOST DNA Slip-On Primeblue Running Sneakers from Finish Line,193,180.0,90.98,180.0,Sneakers
Puma, Women's RS-X3 Puzzle Metallic Casual Sneakers from Finish Line,0,110.0,0.0,110.0,Sneakers
Puma, Women's Cruise Rider Casual Sneakers from Finish Line,0,85.0,0.0,85.0,Sneakers
DV Dolce Vita, Alvira Lace-Up High-Top Sneakers,0,79.0,0.0,37.93,Sneakers
Rockport, Women's Trustride W Blucher Shoes,82,110.0,90.98,110.0,Sneakers
Ryka, Devotion Walking Women's Shoes,1,79.99,100.0,79.99,Sneakers
Skechers, Women's D'Lites - Summer Fiesta Walking Sneakers from Finish Line,716,70.0,96.65,70.0,Sneakers
Cole Haan, Women's Grand Crosscourt Modern Tennis Sneakers,0,150.0,0.0,150.0,Sneakers
Timberland, Women's Atlanta Slip-On Sneakers,0,90.0,0.0,90.0,Sneakers
bebe, Women's Daney Sneaker,1,49.99,60.0,29.99,Sneakers
Dolce Vita, Miya Lace-Up Zip Sneakers,5,115.0,96.0,79.99,Sneakers
Asics, Women's Gel-Kayano 27 Running Sneakers from Finish Line,496,160.0,87.78,160.0,Sneakers
Puma, Women's Cruise Rider Sunset Casual Sneakers from Finish Line,2,85.0,70.0,85.0,Sneakers
Puma, Women's RS-Fast Wild Disco Casual Sneakers from Finish Line,2,110.0,100.0,110.0,Sneakers
Reebok, Women's Classic Nylon SP Casual Sneakers from Finish Line,83,75.0,90.36,75.0,Sneakers
Dr. Scholl's, Women's Herzog Sneakers,1,100.0,40.0,100.0,Sneakers
GUESS, Women's Daily Quilted High Top Sneakers,0,89.0,0.0,89.0,Sneakers
STEVEN NEW YORK, STEVE NEW YORK Women's Carana Knit Wedge Sneakers,0,99.0,0.0,44.93,Sneakers
Wanted, Women's Galaxy Striped Knit Sneakers,0,50.0,0.0,50.0,Sneakers
Brooks, Women's Levitate 4 Running Sneakers from Finish Line,467,150.0,69.51,150.0,Sneakers
Journee Collection, Women's  Razili Espadrille Sneaker,0,85.0,0.0,85.0,Sneakers
Earth, Origins Women's Sid Sneaker,0,80.0,0.0,59.99,Sneakers
Naturalizer, Astara Oxfords TRUE COLORS ,1,99.0,100.0,99.0,Sneakers
Keds for kate spade new york, kate spade new york Women's Triple Decker Stripe Mesh Sneakers,1,95.0,100.0,95.0,Sneakers
Ryka, Rythma Walking Women's Shoes,6,74.99,96.67,74.99,Sneakers
Champion, Women's Rally Casual Sneakers from Finish Line,3,90.0,66.67,90.0,Sneakers
Champion, Women's Hyper C Raw HER Casual Athletic Sneakers from Finish Line,0,80.0,0.0,80.0,Sneakers
Danskin, POSITIVE Lace Up Sneaker with Contrast Upper,3,50.0,66.67,50.0,Sneakers
Muk Luks, Women's Boardwalk Stroll Sneakers,0,54.99,0.0,32.99,Sneakers
Naturalizer, Astara Oxfords,0,99.0,0.0,99.0,Sneakers
Soul Naturalizer, Topaz Sneakers,19,90.0,93.68,90.0,Sneakers
Zodiac, Cheezburger Sneakers,14,79.0,95.71,34.93,Sneakers
Ryka, Women's Kaya Training Sneakers,6,84.99,60.0,84.99,Sneakers
Calvin Klein Jeans, Women's Olly Active Lace-Up Sneakers,0,79.0,0.0,79.0,Sneakers
Journee Collection, Women's Faybia Sneaker,7,84.99,65.71,84.99,Sneakers
Baretraps, Garner Women's Casual Slip-On,14,69.0,88.57,69.0,Sneakers
Fila, Women's Vulc 13 Wide Width Slip Resistant High Top Work Sneakers from Finish Line,0,65.0,0.0,65.0,Sneakers
Puma, Women's Cruise Rider Casual Sneakers from Finish Line,0,85.0,0.0,85.0,Sneakers
Lucky Brand, Leigan Casual Sneakers,1,69.0,100.0,69.0,Sneakers
Ryka, Women's Lizzie Walking Shoes,0,69.99,0.0,69.99,Sneakers
Juicy Couture, Women's Cartwheel Sneakers,0,59.0,0.0,32.45,Sneakers
Sperry, Twin Gore Espadrille Platform Sneakers,0,80.0,0.0,80.0,Sneakers
Lugz, Women's Clipper Slip-On Sneaker,55,34.99,92.0,34.99,Sneakers
Lugz, Women's Ally Classic Canvas Low Top Fashion Sneaker,30,34.99,95.33,34.99,Sneakers
Converse, Women's Chuck Taylor All Star Archive Print Platform High Top Casual Sneakers from Finish Line,0,70.0,0.0,70.0,Sneakers
Journee Collection, Women's Glint Sneakers,4,69.0,70.0,69.0,Sneakers
adidas, Women's UltraBOOST DNA Slip-On Primeblue Running Sneakers from Finish Line,192,180.0,91.15,180.0,Sneakers
GUESS, Women's Bellini Stretch Knit Sneakers,13,89.0,95.38,89.0,Sneakers
Tommy Hilfiger, Laddin Lace-Up Sneaker,1,59.0,100.0,59.0,Sneakers
Lauren Ralph Lauren, Women's Jaede Sneakers,2,85.0,100.0,85.0,Sneakers
Asics, Women's Dynablast Running Sneakers from Finish Line,5,110.0,96.0,110.0,Sneakers
Fila, Women's Renno 90's Casual Sneakers from Finish Line,0,75.0,0.0,75.0,Sneakers
Clarks, Collection Women's Pawley Rilee Sneakers,2,95.0,70.0,42.93,Sneakers
Puma, Women's Radiate Mid Pearl Training Sneakers from Finish Line,1,70.0,100.0,70.0,Sneakers
bebe, Women's Daylin Logo Sneaker,2,49.99,90.0,29.99,Sneakers
Naturalizer, Hadley Lace-Up Sneakers,10,110.0,80.0,66.0,Sneakers
Nautica, Vivien Jogger Sneakers,7,65.0,94.29,39.0,Sneakers
Skechers, Women's Arch Fit - Citi Drive Arch Support Walking Sneakers from Finish Line,171,80.0,95.32,80.0,Sneakers
Skechers, Women's Work Relaxed Fit - Ultra Flex Slip-Resistant Slip-On Work Sneakers from Finish Line,3,70.0,86.67,70.0,Sneakers
Puma, Women's RS-Curve Berry Glitz Casual Sneakers from Finish Line,0,100.0,0.0,100.0,Sneakers
Wanted, Women's Pace Side-Stripe Knit Sneakers,1,50.0,60.0,50.0,Sneakers
Lamo, Women's Snake Piper Slip On,7,44.0,88.57,44.0,Sneakers
Asics, Women's Noosa Tri 13 Running Sneakers from Finish Line,6,130.0,100.0,130.0,Sneakers
Asics, Women's Gel-Kayano 27 Running Sneakers from Finish Line,500,160.0,87.88,160.0,Sneakers
Skechers, Women's Arch Fit Refine - Her Best Arch Support Slip-On Walking Sneakers from Finish Line,89,75.0,94.38,75.0,Sneakers
Muk Luks, Women's Street Savvy Slip-On Sneakers,0,54.99,0.0,32.99,Sneakers
The North Face, Women's Activist Mid FUTURELIGHT™ Sneakers,0,145.0,0.0,145.0,Sneakers
Ecco, Women's Soft Classic Lace-Up Sneakers,3,100.0,86.67,100.0,Sneakers
Easy Spirit, Women's Skip Active Sneakers,0,79.0,0.0,79.0,Sneakers
Emeril Lagasse Footwear, Emeril Lagasse Women's Quarter Slip-Resistant Sneakers,6,70.0,63.33,70.0,Sneakers
Sorel, Kinetic Caribou Sneakers,219,160.0,91.78,120.0,Sneakers
Danskin, Women's Admire Slip On Knit Sneakers,0,50.0,0.0,50.0,Sneakers
Clarks, Women's Cloudsteppers Sillian2.0 Eve Shoes,13,85.0,80.0,50.99,Sneakers
New Balance, Women's 311 v2 Casual Sneakers from Finish Line,1,70.0,20.0,70.0,Sneakers
Keds for kate spade new york, kate spade new york Women's Crew Kick Applique Canvas Sneakers,0,95.0,0.0,95.0,Sneakers
Puma, Women's Cruise Rider Chrome Casual Sneakers from Finish Line,3,85.0,73.33,85.0,Sneakers
Lacoste, Women's Run Breaker High Top Outdoor Sneaker Boots from Finish Line,0,165.0,0.0,80.0,Sneakers
FitFlop, Women's Rally Sneakers,89,100.0,88.31,100.0,Sneakers
Keds for kate spade new york, Women's Double Decker KS Quilted Nylon Sneakers,0,94.95,0.0,94.95,Sneakers
Asics, Women's Gel-Kayano 27 Running Sneakers from Finish Line,217,160.0,90.78,160.0,Sneakers
Keds for kate spade new york, kate spade new york Women's Crew Kick Slip Heart Applique Sneakers,0,95.0,0.0,95.0,Sneakers
Skechers, Women's Relaxed Fit: Bikers - Lineage Athletic Walking Sneakers from Finish Line,95,65.0,88.42,55.0,Sneakers
Naturalizer, Lotus Sneakers,0,99.0,0.0,99.0,Sneakers
Naturalizer, Macayla Sneakers,25,99.0,96.8,99.0,Sneakers
DKNY, Cali Wedge Sneakers,26,139.0,93.08,83.4,Sneakers
b.o.c., Women's Georgia II Comfort Slip On,0,70.0,0.0,41.99,Sneakers
Naturalizer, Marianne-cozy Slip-ons,0,89.0,0.0,89.0,Sneakers
Cole Haan, Women's Grandpro Rally Canvas Court Sneakers,0,75.0,0.0,75.0,Sneakers
Brooks, Women's Glycerin 18 Running Sneakers from Finish Line,1214,150.0,86.85,150.0,Sneakers
